STUDENTID,sessionTotalTimeSeconds,numVisitedQuestions,totalActions,EfficientlyCompletedBlockA,EfficientlyCompletedBlockB,VH356862,VH098810,VH098519,VH098808,VH139047,VH098759,VH098740,VH134366,VH098753,VH134387,VH098783,BlockRev,VH098812,VH139196,VH134373,VH098839,VH098597,VH098556,VH098522,VH098779,VH098834,EOSTimeLft,SecTimeOut,HELPMAT8
2333076714,1531.503,20,214,True,True,10.69,18.807,55.56,64.443,71.987,136.55,49.183,97.807,129.23,50.413,118.08,7.782,136.58,133.69,72.81,38.347,44.7,51.286,158.014,31.514,29.716,24.314,0.0,0.0
2333076871,1804.064,20,200,True,True,7.574,25.663,104.483,262.684,148.247,167.469,40.347,146.544,71.729,100.05,147.0,12.033,53.724,120.046,136.351,70.635,43.744,28.467,51.306,34.95,23.444,7.574,0.0,0.0
2333079179,1818.733,20,269,True,False,6.526,32.554,172.096,160.0,109.704,182.04,65.996,170.557,193.23,45.217,167.796,0.0,51.664,154.426,130.861,68.539,36.383,25.494,11.5,15.533,13.51,0.0,5.107,0.0
2333079268,1459.826,20,335,True,True,10.64,18.383,24.563,56.417,287.923,110.987,41.323,277.387,64.937,25.713,37.657,6.393,42.66,99.52,37.663,44.377,44.57,16.64,41.587,54.11,113.063,3.313,0.0,0.0
2333079276,1812.96,20,294,True,False,14.077,11.956,57.665,72.822,354.245,249.53,38.786,155.734,117.375,103.514,29.396,6.944,90.847,94.217,32.639,78.87,66.287,18.574,70.935,43.9,94.856,9.791,0.0,0.0
2333079373,1650.396,20,415,True,True,8.3,24.36,40.972,48.252,61.033,82.262,53.791,191.528,58.415,58.207,55.679,2.876,73.431,176.417,232.246,160.67,55.761,21.029,103.747,44.11,90.22,7.09,0.0,0.0
2333079608,1059.266,20,494,True,False,19.586,22.287,105.313,56.737,198.913,48.27,36.284,55.85,19.086,61.507,23.463,9.232,22.184,130.66,24.11,30.486,31.374,13.423,85.19,27.677,31.58,6.054,0.0,0.0
2333080525,1815.99,20,290,True,True,4.03,11.217,47.047,69.59,61.143,231.223,65.67,69.37,100.19,83.747,118.303,0.319,117.567,70.85,307.247,49.523,80.157,50.19,52.647,21.643,199.447,0.0,4.87,0.0
2333080860,1659.187,20,253,True,True,4.03,18.737,42.72,56.62,31.656,170.327,38.8,137.3,148.83,109.556,192.247,9.267,73.914,100.066,137.339,42.511,116.924,46.11,41.06,24.199,100.237,16.737,0.0,0.0
2333081211,1362.254,20,300,True,False,10.597,13.477,114.036,99.437,92.313,37.527,43.3,174.54,107.34,126.117,29.86,4.071,31.033,76.667,36.049,132.69,55.731,20.639,79.843,48.771,23.573,4.643,0.0,0.0
2333081301,1811.023,11,594,False,True,20.603,17.963,144.08,215.52,629.557,86.387,34.233,546.843,70.084,39.636,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.587,0.0
2333081394,1439.38,20,173,True,True,8.217,28.043,109.307,41.376,57.947,193.603,42.287,202.5,49.81,42.63,44.64,3.773,62.53,83.793,127.67,59.974,116.156,24.204,16.014,66.81,56.556,1.54,0.0,0.0
2333081742,1817.316,18,363,False,True,24.626,66.124,208.913,149.15,290.097,14.143,57.167,446.38,102.556,77.224,43.14,9.686,32.84,95.37,98.993,45.06,41.46,9.147,0.0,0.16,0.0,0.0,5.08,0.0
2333081998,1624.784,20,365,True,False,6.264,22.327,21.669,144.107,98.997,157.913,16.166,102.644,175.384,197.88,74.756,8.283,53.1,67.837,173.577,30.346,26.66,53.473,99.973,56.497,29.544,7.387,0.0,0.0
2333082498,1834.11,20,812,True,True,8.593,63.344,121.331,151.84,274.03,31.454,73.472,400.434,101.267,93.466,140.211,68.361,125.303,72.368,73.026,3.258,2.74,12.213,6.013,3.287,3.086,0.0,5.013,0.0
2333083109,1622.293,20,840,True,True,3.933,17.457,144.217,125.436,87.074,272.466,67.767,93.373,112.13,69.473,69.78,13.465,62.511,166.027,92.9,19.904,18.683,16.813,45.853,79.4,29.607,14.024,0.0,0.0
2333083168,1395.243,20,294,True,True,10.476,35.427,41.683,54.49,162.627,111.157,65.563,126.773,106.524,41.82,53.766,4.313,121.647,80.107,87.376,51.114,58.936,18.827,52.774,25.253,82.3,2.29,0.0,0.0
2333083257,1309.467,20,503,True,True,7.073,18.257,61.85,60.967,88.2,148.343,91.31,82.307,220.846,157.904,46.17,18.734,16.839,56.368,55.923,36.232,27.825,13.343,31.571,24.49,41.599,3.316,0.0,0.0
2333083788,1626.49,20,204,True,False,7.477,18.66,20.48,104.97,258.966,129.677,31.31,178.84,60.113,46.46,171.134,18.206,77.95,85.727,75.463,56.923,43.971,25.819,31.224,87.017,92.789,3.314,0.0,0.0
2333084032,1820.39,20,1026,True,True,7.4,34.147,98.409,71.054,262.27,156.893,72.237,175.79,74.23,88.406,105.374,0.0,96.49,193.57,139.656,52.054,75.26,23.943,23.41,35.493,26.567,0.0,7.737,0.0
2333084199,1820.577,20,361,True,False,9.69,16.184,102.452,130.056,251.317,175.83,173.437,195.606,187.677,41.851,76.139,0.0,86.206,67.355,39.824,53.823,48.974,14.801,74.537,33.992,35.75,0.0,5.076,0.0
2333084440,1052.197,20,208,True,True,10.733,17.414,17.703,29.897,28.366,120.007,38.57,79.563,57.88,62.674,89.59,9.147,46.013,67.033,83.137,80.657,55.753,11.623,33.37,24.03,81.657,7.38,0.0,0.0
2333084806,1427.03,20,278,True,False,7.657,32.399,40.364,68.577,118.579,54.598,38.05,103.526,93.203,22.663,108.78,2.674,45.774,58.486,73.861,52.467,95.65,71.059,167.366,93.563,73.741,3.993,0.0,0.0
2333085047,1249.56,20,180,True,False,9.054,26.51,37.266,32.337,67.607,123.01,58.14,57.136,122.557,21.457,70.153,10.046,38.91,45.807,228.32,71.916,38.044,37.49,41.21,49.09,61.006,2.494,0.0,0.0
2333085641,1063.49,20,307,True,False,9.85,19.883,39.07,74.157,186.709,116.937,58.237,123.563,38.984,59.958,10.001,7.083,135.897,19.507,14.72,23.017,17.764,20.266,29.933,21.483,22.991,13.48,0.0,0.0
2333085730,1814.33,20,329,True,False,5.37,39.35,134.57,115.397,341.695,174.732,17.546,137.503,75.513,58.194,111.223,2.093,31.849,56.005,190.926,52.53,47.017,21.006,102.657,32.44,64.627,0.0,2.087,0.0
2333087082,1763.606,20,245,True,False,12.626,31.974,73.15,97.993,62.967,177.286,53.607,110.42,175.073,161.05,148.58,5.476,63.88,80.62,112.24,155.544,76.313,27.86,60.35,15.24,53.98,7.377,0.0,0.0
2333087198,1817.33,20,330,True,False,12.227,14.806,63.08,122.817,84.07,365.197,28.54,142.64,96.16,222.113,154.056,0.0,59.448,158.539,93.077,84.7,61.084,1.616,23.633,23.884,1.356,0.0,4.287,0.0
2333087201,1435.04,20,676,True,False,10.503,10.834,46.003,75.77,179.503,87.304,27.813,162.212,83.982,52.54,110.319,7.811,59.833,60.854,209.227,53.393,37.039,29.567,68.636,30.39,25.664,5.843,0.0,0.0
2333087287,1696.44,20,300,True,True,9.636,11.93,62.414,77.43,169.42,215.273,46.967,92.073,153.313,94.644,74.526,2.877,95.174,119.86,110.233,68.753,91.927,28.901,101.629,25.5,39.35,4.61,0.0,0.0
2333087881,1833.79,20,379,True,True,6.023,61.506,31.988,37.786,84.353,28.064,34.459,94.023,110.168,293.21,228.444,3.609,96.41,107.392,55.467,179.979,160.183,18.726,93.17,22.693,78.017,5.687,2.433,0.0
2333088143,1464.563,20,382,True,True,9.43,29.186,59.714,94.023,37.637,76.343,51.007,141.606,58.994,39.54,63.896,8.14,59.544,68.136,146.35,92.644,40.07,16.08,339.583,9.156,20.564,2.92,0.0,0.0
2333088275,1822.253,20,268,True,True,8.62,13.383,87.604,122.85,82.103,133.97,68.85,131.74,160.516,187.488,178.431,4.927,22.406,70.84,98.508,134.2,33.017,33.8,72.47,81.193,91.594,0.0,3.743,0.0
2333088399,1810.647,9,699,False,False,19.844,61.69,160.556,237.754,163.256,374.104,43.793,618.267,126.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,0.0
2333088445,1565.72,20,342,True,False,6.624,20.383,44.55,54.697,187.916,70.42,39.85,174.624,219.893,69.55,119.783,11.562,80.08,112.997,109.447,53.163,54.483,22.767,29.221,16.217,62.369,5.124,0.0,0.0
2333088470,1884.59,20,678,True,True,6.774,48.543,126.268,158.323,99.585,54.018,40.458,193.669,103.47,130.05,129.96,0.173,65.683,117.363,130.346,161.217,47.113,44.943,54.467,33.383,137.407,0.0,1.377,0.0
2333088496,1785.76,20,382,True,True,6.82,27.063,73.536,124.709,225.07,191.271,32.495,59.458,55.931,77.355,115.003,19.778,55.79,111.101,280.396,111.46,19.66,37.671,63.21,37.525,58.178,2.28,0.0,0.0
2333088534,991.49,20,181,True,False,6.223,9.75,31.483,22.647,140.227,77.54,35.58,57.317,26.607,57.333,52.609,12.676,62.844,83.557,37.046,58.377,66.581,19.079,48.943,32.733,47.801,4.537,0.0,0.0
2333088542,1817.22,20,321,True,False,7.983,11.848,98.835,67.141,76.59,101.186,58.026,57.371,63.517,185.714,58.326,14.361,44.11,80.88,299.943,137.904,40.83,29.802,138.382,25.358,211.41,2.77,4.933,0.0
2333088810,1711.383,20,441,True,True,5.28,189.529,95.915,102.64,79.265,153.706,35.502,163.231,100.531,61.016,56.653,21.323,51.671,84.886,123.536,30.455,74.565,32.678,116.612,96.773,27.909,7.707,0.0,0.0
2333088828,1815.964,20,186,True,True,9.387,45.26,40.123,43.087,261.08,90.147,96.316,77.117,116.207,55.523,358.807,0.0,219.543,79.94,29.223,143.034,81.4,26.056,6.438,17.194,15.576,0.0,4.506,0.0
2333089069,1708.897,20,257,True,True,3.987,27.197,53.643,97.237,183.539,112.144,38.723,188.86,145.623,91.717,118.813,3.96,42.727,146.624,57.263,149.89,64.717,24.033,83.253,12.65,52.67,9.627,0.0,0.0
2333089077,1269.12,20,403,True,False,9.22,35.151,35.378,102.504,137.564,166.963,78.949,86.024,116.223,67.697,23.79,11.801,14.886,74.437,28.363,91.214,20.89,22.523,74.916,27.843,34.504,8.28,0.0,0.0
2333089484,1680.007,20,226,True,True,12.884,14.596,99.537,114.647,155.233,233.167,59.19,177.066,116.614,65.997,152.339,5.647,74.257,68.587,120.396,49.437,26.1,33.353,17.273,42.554,39.75,1.383,0.0,0.0
2333089581,1822.703,20,443,True,True,6.6,95.149,89.957,119.017,66.917,154.862,36.0,95.027,49.02,53.006,60.734,2.474,148.866,101.044,173.28,92.913,63.037,21.92,89.38,24.843,276.897,0.0,1.76,0.0
2333089760,1886.754,20,389,True,False,11.837,44.103,251.497,139.97,468.513,101.164,97.7,202.98,102.363,50.68,72.06,8.864,56.837,44.326,16.02,42.547,13.637,15.663,20.096,42.183,11.134,0.73,71.85,0.0
2333090831,1821.08,20,230,True,True,21.626,21.874,51.78,54.09,144.47,185.943,37.227,151.476,104.027,106.943,68.967,0.0,128.093,127.917,124.32,133.617,86.956,33.1,17.713,121.99,91.184,0.0,7.767,0.0
2333091365,1583.507,20,295,True,True,11.07,24.873,53.113,52.987,132.59,53.384,69.22,81.263,52.477,38.253,95.926,24.649,59.697,169.797,76.036,115.7,60.514,53.188,186.627,37.573,124.421,10.149,0.0,0.0
2333091616,1559.904,20,256,True,True,10.844,21.016,58.617,51.853,158.924,177.45,59.01,151.61,86.913,36.717,200.793,13.373,43.76,118.5,135.007,68.07,44.02,14.856,50.327,23.72,28.247,6.277,0.0,0.0
2333091951,1273.233,20,248,True,False,10.0,14.253,97.75,112.977,81.063,123.13,27.27,98.117,29.78,95.8,87.519,5.497,55.511,88.673,131.027,63.766,26.991,12.838,25.504,22.608,60.526,2.633,0.0,0.0
2333092035,1343.957,20,245,True,True,24.607,22.94,74.056,48.294,168.443,72.387,70.13,119.94,63.743,41.313,136.114,4.657,37.26,113.073,53.583,72.084,21.096,22.45,41.32,37.584,58.416,40.467,0.0,0.0
2333092302,1693.507,20,261,True,True,12.234,33.566,75.064,227.97,117.033,76.56,56.707,177.653,132.64,49.907,207.076,13.007,35.284,81.7,101.73,72.08,46.943,36.96,28.86,52.267,49.286,8.98,0.0,0.0
2333092973,1599.367,20,490,True,False,11.144,23.28,62.146,57.33,64.22,45.06,46.887,110.103,86.677,97.227,67.6,6.833,118.786,191.98,231.667,95.36,71.343,41.313,65.58,38.157,56.737,9.937,0.0,0.0
2333093066,1818.867,20,430,True,True,6.673,19.394,129.423,186.693,90.567,151.797,30.67,195.533,172.267,107.47,157.326,15.571,32.08,71.894,79.753,38.117,35.563,30.673,104.87,71.074,87.493,0.0,3.966,0.0
2333093724,1800.85,20,297,True,False,4.397,22.927,93.41,166.083,190.88,179.887,86.056,135.43,113.877,114.567,99.08,5.123,82.63,205.196,49.017,52.037,35.96,17.706,47.393,61.664,34.1,3.43,0.0,0.0
2333093856,1638.134,20,246,True,True,7.15,14.894,80.756,37.97,112.284,173.943,67.5,116.67,53.453,124.124,51.91,8.267,67.646,86.494,96.32,278.862,38.594,31.564,52.58,20.54,112.28,4.333,0.0,0.0
2333094003,1751.933,20,224,True,True,9.43,15.9,121.263,95.637,338.999,186.671,70.673,80.533,110.293,135.361,77.4,4.843,86.55,52.78,88.576,95.144,39.61,16.73,63.183,25.8,26.313,5.024,5.22,0.0
2333094348,1616.743,20,313,True,False,15.147,32.47,66.864,87.136,63.034,139.62,24.353,72.274,86.54,129.606,138.166,38.009,106.83,89.998,141.023,170.665,31.86,28.094,43.157,40.993,63.957,6.947,0.0,0.0
2333094356,1511.217,20,227,True,True,10.507,8.826,28.577,116.543,117.92,120.93,55.57,93.554,265.063,33.757,107.723,5.167,105.0,57.267,96.776,73.4,122.35,7.604,27.217,16.07,32.673,8.723,0.0,0.0
2333094674,1671.626,20,433,True,True,19.35,11.083,37.927,94.09,219.926,103.244,44.156,125.83,218.04,93.04,81.773,8.966,33.183,147.584,112.292,55.306,53.708,33.91,67.46,18.403,88.598,3.757,0.0,0.0
2333095263,1644.57,20,229,True,False,5.67,37.087,34.327,50.14,154.82,83.923,51.103,163.893,144.114,58.596,89.784,63.991,72.93,134.083,129.887,96.933,67.417,35.88,30.662,36.5,92.8,10.03,0.0,0.0
2333095361,1759.29,20,270,True,True,11.473,19.433,80.78,98.497,98.907,310.853,86.727,249.773,256.11,43.17,58.957,9.593,52.113,110.907,59.91,45.213,41.83,22.803,44.83,15.404,36.023,5.984,0.0,0.0
2333095794,1662.11,20,300,True,True,8.95,20.153,100.437,89.433,87.66,64.387,65.043,101.063,32.15,109.384,182.856,6.253,66.53,165.32,103.107,118.86,64.933,64.26,120.21,25.144,62.28,3.697,0.0,0.0
2333096201,1675.577,20,322,True,True,10.197,17.587,65.946,90.494,117.41,113.486,62.047,130.38,185.117,113.386,141.484,15.873,59.87,65.21,111.916,125.044,54.423,35.847,42.74,35.343,70.14,11.637,0.0,0.0
2333097096,1818.49,18,633,False,True,14.286,30.937,10.013,280.634,283.2,166.723,92.51,163.184,53.67,41.4,92.91,0.0,71.443,209.457,175.003,59.166,47.787,10.963,0.0,9.441,0.0,0.0,5.763,0.0
2333097657,1623.86,20,192,True,True,9.146,13.857,53.24,35.503,152.264,27.66,53.563,176.027,40.376,26.73,192.91,11.053,81.444,94.329,58.647,102.1,113.023,106.717,121.537,73.95,75.287,4.497,0.0,0.0
2333098432,1604.114,20,294,True,True,3.77,12.214,50.987,134.42,104.905,84.744,42.583,123.806,37.67,61.21,113.064,13.662,64.47,136.0,201.533,115.33,24.924,12.753,108.027,36.496,105.989,15.557,0.0,0.0
2333099005,1819.617,20,287,True,True,3.46,16.577,84.46,222.023,76.227,111.51,52.17,72.05,56.643,49.903,242.704,13.636,74.39,87.783,334.827,37.94,31.773,75.047,71.253,61.673,36.348,3.703,3.517,0.0
2333099285,1378.45,20,353,True,False,6.257,28.607,90.106,98.17,83.187,104.34,37.593,89.737,88.257,59.756,148.954,6.987,51.986,60.724,51.89,44.56,27.306,18.667,135.593,90.623,42.637,12.513,0.0,0.0
2333099358,1821.237,20,242,True,True,15.224,31.31,63.823,71.29,60.303,113.428,78.395,184.21,184.481,240.517,84.743,0.0,116.193,73.107,0.574,192.753,38.692,60.321,71.92,26.573,103.677,0.0,9.703,0.0
2333099374,1255.353,20,300,True,False,9.186,47.877,127.986,70.121,50.353,94.967,22.346,95.72,79.067,90.984,48.603,4.163,48.573,115.273,68.517,58.953,40.674,15.839,59.803,42.82,60.888,2.64,0.0,0.0
2333099447,1823.25,20,237,True,True,6.733,22.737,57.004,28.448,85.678,120.797,34.186,196.747,173.521,255.907,95.606,4.095,81.11,246.974,18.555,95.803,61.21,12.379,64.548,60.422,95.12,0.0,5.67,0.0
2333099625,1098.893,15,373,False,False,15.973,70.53,62.68,55.467,161.647,121.94,36.146,183.104,0.31,41.34,53.197,7.086,40.666,30.61,53.257,0.0,0.0,0.0,160.023,0.0,0.0,4.917,0.0,0.0
2333100038,1817.704,15,279,False,True,8.897,29.61,98.397,299.95,73.91,150.877,68.789,248.644,234.233,68.233,130.787,0.0,68.386,227.362,103.149,0.0,0.0,0.0,2.097,0.0,0.0,0.0,4.383,0.0
2333100135,1845.297,13,317,False,False,5.62,78.763,109.956,132.626,128.324,336.153,162.318,249.461,85.105,127.751,134.696,0.0,104.157,165.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.157,0.0
2333100801,1651.164,20,285,True,True,8.87,25.674,101.153,74.69,232.073,113.18,84.287,91.2,72.593,86.89,154.014,13.627,36.536,139.187,63.427,36.43,54.26,25.923,144.163,27.797,55.01,10.18,0.0,0.0
2333100984,1808.64,20,571,True,True,7.02,27.534,45.427,162.663,49.395,138.81,53.18,96.604,101.59,282.071,81.863,4.185,54.27,183.494,103.24,78.44,75.76,50.98,49.9,86.6,69.67,5.944,0.0,0.0
2333101336,1782.096,20,386,True,True,10.503,77.51,155.486,73.071,70.54,99.977,124.246,147.484,107.885,122.909,79.513,5.302,99.931,66.805,161.94,97.274,67.486,25.05,57.54,60.139,65.515,5.99,0.0,0.0
2333101832,1756.687,20,312,True,True,10.4,13.483,99.97,55.257,44.433,139.445,89.402,146.495,211.622,71.91,91.9,4.58,95.29,213.444,91.869,42.246,79.547,33.237,76.397,38.036,103.184,4.54,0.0,0.0
2333101999,1814.703,15,410,False,True,9.606,53.154,79.056,111.721,207.619,110.481,161.722,224.764,355.06,85.627,72.07,0.0,49.803,130.864,96.836,60.403,0.0,0.0,0.0,0.0,0.0,0.0,5.917,0.0
2333102090,1804.106,20,279,True,True,8.133,17.776,89.667,97.267,83.393,214.264,47.21,116.44,126.636,42.244,308.673,23.46,92.403,114.27,138.74,50.864,71.57,18.776,44.75,42.547,47.82,7.203,0.0,0.0
2333102171,1817.687,20,357,True,True,14.907,19.856,40.027,40.687,125.93,47.426,145.734,244.536,95.997,84.157,151.073,0.0,107.96,161.303,191.824,154.046,134.434,9.78,5.5,15.73,22.25,0.0,4.53,0.0
2333102260,1838.927,13,520,False,True,5.887,29.79,159.29,89.16,65.833,127.284,73.083,415.19,106.979,554.751,28.12,0.0,34.29,117.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.107,0.0
2333102936,1500.43,20,376,True,True,10.44,28.72,59.14,103.016,142.134,113.71,69.383,180.87,89.77,56.18,131.203,8.481,91.527,66.32,156.603,29.51,28.254,16.04,40.573,29.7,42.113,6.743,0.0,0.0
2333102979,1474.893,20,242,True,True,8.093,41.117,79.187,78.233,109.959,164.16,37.901,110.953,146.36,58.19,121.394,8.949,50.486,54.57,108.634,67.162,24.133,27.045,102.024,42.836,30.423,3.084,0.0,0.0
2333103878,595.236,20,156,True,False,4.743,11.043,79.55,12.327,15.757,15.09,17.083,51.497,31.853,23.48,15.437,5.539,19.696,21.754,29.83,22.363,24.477,10.95,116.884,21.683,37.923,6.277,0.0,0.0
2333104483,1159.003,20,218,True,True,7.28,22.636,87.06,52.474,97.99,78.693,46.853,112.337,45.843,41.307,48.19,4.216,91.353,47.554,54.51,155.383,30.53,31.603,47.647,22.14,31.2,2.204,0.0,0.0
2333104637,1375.2,20,291,True,False,4.886,10.274,140.078,59.955,80.101,90.232,29.371,120.413,61.009,49.907,104.214,11.981,116.523,72.82,211.859,45.227,16.534,13.556,30.583,34.294,65.56,5.823,0.0,0.0
2333104726,1186.68,20,485,True,False,11.736,12.577,71.003,29.744,80.037,103.474,28.283,93.823,64.633,118.113,55.011,9.527,52.525,167.013,54.494,41.237,37.98,22.763,40.054,37.954,44.049,4.923,0.0,5.727
2333104823,1769.196,20,223,True,True,9.306,54.208,88.773,90.23,179.943,214.753,67.463,81.137,167.131,42.339,31.49,6.983,80.683,93.38,186.423,41.51,61.573,77.231,86.86,30.053,75.557,2.17,0.0,0.0
2333105013,1370.2,20,217,True,True,8.264,11.73,67.816,89.447,235.95,91.773,45.544,116.693,52.523,66.157,56.54,3.067,45.193,57.524,122.753,33.433,36.694,22.963,62.553,19.617,115.98,7.986,0.0,0.0
2333105315,1751.827,20,309,True,False,4.657,51.649,237.955,181.149,290.79,30.976,31.484,126.543,30.35,181.681,66.907,6.0,69.465,30.901,100.973,30.574,145.953,80.676,12.194,15.093,23.51,2.347,0.0,0.0
2333105579,1815.38,13,202,False,False,21.416,25.446,308.021,157.73,93.617,106.02,82.9,125.747,299.493,156.063,177.48,0.0,114.277,140.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.417,0.0
2333106010,1439.627,20,459,True,True,1.887,15.61,107.2,62.812,85.868,81.532,28.681,58.201,84.108,34.52,104.384,7.154,104.896,112.344,246.27,50.174,52.196,58.714,38.096,13.733,83.307,7.94,0.0,0.0
2333106354,1821.927,19,323,False,False,8.6,17.507,59.45,85.817,151.196,76.184,112.576,82.494,183.113,206.857,158.029,0.0,37.984,170.053,152.567,51.316,38.577,21.977,0.0,113.113,87.364,0.0,7.153,0.0
2333107628,1098.324,20,239,True,False,6.77,24.05,45.854,129.3,96.283,144.337,34.29,74.09,72.403,39.687,62.586,15.467,38.887,56.967,79.726,54.18,27.217,10.677,38.656,21.67,21.44,3.787,0.0,0.0
2333107768,1402.643,20,294,True,True,9.24,53.91,43.9,45.386,110.297,133.633,24.764,111.326,80.29,47.994,71.106,4.291,135.214,125.27,122.263,53.773,22.094,27.913,44.17,89.923,37.21,8.676,0.0,0.0
2333108829,1647.383,20,536,True,False,17.29,25.863,96.607,319.696,113.34,84.354,44.513,206.117,76.92,35.813,55.243,4.237,35.107,141.303,125.89,88.474,46.946,9.48,82.037,27.867,7.47,2.816,0.0,0.0
2333109001,761.397,20,360,True,False,9.997,15.744,29.13,81.619,64.047,18.44,12.847,253.656,25.277,114.158,44.899,4.07,6.137,19.069,11.703,14.334,12.207,4.57,4.793,9.566,2.874,2.26,0.0,0.0
2333109451,1683.76,20,191,True,False,11.497,23.024,96.63,122.826,108.737,140.91,124.286,66.974,184.757,59.162,54.101,23.159,164.363,34.053,93.127,72.237,78.236,100.27,27.297,53.823,39.624,4.667,0.0,0.0
2333109663,1819.75,20,371,True,True,12.47,39.547,62.503,134.197,47.63,97.417,69.99,146.403,228.377,161.493,120.163,0.0,64.78,97.6,86.634,80.343,30.687,32.123,29.708,49.886,223.883,0.0,3.916,0.0
2333109761,1612.926,20,275,True,True,7.656,24.122,33.801,53.064,240.829,251.123,17.415,102.398,180.276,85.944,92.736,6.755,36.776,95.076,118.708,55.351,30.432,17.336,28.515,85.67,43.46,5.483,0.0,0.0
2333110858,905.84,20,241,True,False,3.653,21.897,12.05,20.706,141.18,106.104,41.856,204.454,12.376,25.637,6.78,8.38,56.49,62.55,72.477,18.006,23.85,13.02,14.617,17.884,10.513,11.36,0.0,0.0
2333111293,1823.227,20,233,True,True,11.623,19.674,121.593,208.513,142.544,162.09,42.543,100.447,176.02,17.86,201.006,0.0,84.954,35.46,65.223,65.927,64.613,59.263,123.591,46.727,63.79,0.0,9.766,0.0
2333111366,1437.81,20,285,True,True,8.24,19.726,88.264,55.346,27.444,207.11,39.323,189.48,132.543,87.67,21.294,9.42,31.183,60.847,124.014,71.696,117.567,25.693,44.847,21.413,47.23,7.46,0.0,0.0
2333111455,1391.663,20,267,True,True,8.63,19.87,59.823,51.667,101.714,95.222,38.994,207.486,68.907,45.04,41.27,26.769,126.043,57.007,121.91,55.643,37.3,17.62,133.823,21.414,48.36,7.151,0.0,0.0
2333111790,1107.97,20,423,True,False,6.52,5.617,43.29,61.999,60.9,81.807,43.957,62.429,78.761,120.553,60.88,56.237,51.226,55.68,74.808,73.793,68.41,21.459,33.113,14.464,25.757,6.31,0.0,0.0
2333111986,1481.867,20,311,True,False,6.64,38.344,130.309,132.977,169.353,174.601,63.233,125.72,83.083,32.871,37.746,12.084,50.636,70.797,140.601,26.352,41.183,51.888,48.756,24.489,14.14,6.064,0.0,0.0
2333112397,1617.046,20,496,True,True,8.906,13.124,56.713,137.333,48.16,373.93,47.667,109.966,85.85,104.59,94.894,10.774,36.23,120.966,44.12,90.577,10.957,10.657,81.779,67.256,60.53,2.067,0.0,0.0
2333112745,1356.08,20,224,True,True,6.46,19.593,28.607,98.182,45.737,69.776,35.554,136.733,78.99,57.603,274.947,7.755,102.383,56.757,131.46,56.343,33.72,31.824,31.374,20.38,28.006,3.896,0.0,0.0
2333112907,1254.83,20,481,True,True,8.467,25.79,45.137,41.096,102.247,80.057,37.38,110.69,104.436,106.724,83.896,7.17,86.787,51.85,68.46,40.957,141.756,13.917,26.426,22.057,43.11,6.42,0.0,0.0
2333112931,1456.176,20,949,True,True,8.516,17.317,103.153,49.934,70.356,35.82,60.397,262.187,100.823,92.633,40.527,8.573,56.607,93.223,93.647,57.89,49.193,24.94,24.23,46.3,146.94,12.97,0.0,0.0
2333113245,1387.146,20,263,True,False,5.41,19.613,50.43,80.883,149.477,134.059,25.177,169.077,60.47,33.01,59.077,11.544,115.793,62.747,129.47,94.65,52.64,21.046,39.902,26.61,37.818,8.243,0.0,0.0
2333113334,1817.823,19,332,False,True,11.77,25.87,38.43,135.056,275.67,85.156,54.45,111.827,86.597,95.743,120.544,0.0,83.363,263.05,177.074,71.313,50.913,36.134,0.0,48.823,43.503,0.0,2.537,0.0
2333114021,1820.543,20,256,True,True,8.993,18.11,21.21,293.327,125.487,148.736,43.533,61.921,111.69,114.006,66.424,6.366,242.253,69.994,150.07,98.396,36.584,15.756,60.586,14.68,107.694,1.143,3.584,0.0
2333114101,1541.58,20,383,True,True,8.257,18.842,117.844,66.843,43.607,102.747,54.763,116.214,117.84,38.501,79.301,5.683,45.217,229.933,170.821,65.13,49.126,21.584,35.614,89.076,57.177,7.46,0.0,0.0
2333114438,1725.31,20,688,True,True,8.436,19.116,80.748,106.36,89.556,166.277,97.057,108.867,100.093,51.282,113.568,10.654,156.09,128.826,160.397,74.827,50.763,12.414,92.0,59.944,28.905,9.13,0.0,0.0
2333115043,1650.987,20,346,True,True,10.897,29.26,71.513,99.147,155.356,127.284,57.683,177.59,113.2,103.557,163.416,11.204,90.927,66.397,97.913,45.993,96.264,16.413,42.74,27.393,42.744,4.096,0.0,0.0
2333115558,1818.49,15,378,False,True,16.394,36.05,89.636,165.607,100.857,282.91,121.403,132.09,94.873,132.994,88.82,0.0,109.82,84.573,240.28,115.757,0.0,0.0,0.0,0.0,0.0,0.0,6.426,0.0
2333115825,1817.967,12,259,False,False,4.357,44.269,218.181,60.437,364.586,197.823,160.427,236.07,206.541,46.642,249.677,2.537,19.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066,0.0
2333115884,1199.103,20,328,True,False,8.42,17.727,54.776,36.786,183.991,66.77,34.59,93.687,48.433,45.846,30.514,8.532,38.933,125.886,167.361,45.84,18.193,24.595,47.97,25.037,67.389,7.827,0.0,0.0
